,Archipelago,Area (sq km),Common Name,Contact Name,Contact Organization,Country,Data Quality,Eradication End Date,Eradication ID,Eradication Start Date,Human Population,Island Code,Island Name,Latitude,Longitude,OBJECTID,Organization_Website,Primary Baiting Method,Primary Eradication Method,Primary Toxicant,Region,Scientific Name,Secondary Baiting Method,Secondary Eradication Method,Secondary Toxicant,Status (Eradication),Tertiary Eradication Method,Type (Animal),Type (Eradication),Unnamed: 30,Year of Introduction
413,Mokohinau Islands,0.0109,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1147,1990,None,99999954,Stack D,-35.908316,175.105584,898,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
414,Mokohinau Islands,0.0012,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1148,1990,None,99999955,Stack E,-35.911211,175.100483,899,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
415,Mokohinau Islands,0.0004,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1149,1990,None,99999956,Stack F,-35.912045,175.101417,900,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
416,Mokohinau Islands,0.0047,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1150,1990,None,99999957,Stack G,-35.913925,175.103888,901,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
417,Mokohinau Islands,0.0032,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1151,1990,None,99999958,Stack I,-35.916577,175.095731,902,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
418,Mokohinau Islands,0.0019,Polynesian Rat,McFadden; I,NZ Dept. of Conservation,New Zealand,Satisfactory,1990,1152,1990,None,99999959,Stack J,-35.915985,175.09862,903,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
419,Ohiwa Harbour,0.48,Black Rat,Imber; M.,NZ Dept. of Conservation,New Zealand,Poor,2005,1153,null,None,280650,Ohakana (Ohana),-37.989583,177.079152,904,null,Bait Station,Toxicant,Cholecalciferol,Pacific Ocean - South West,Rattus rattus,,,,Unknown,,Rodent,Whole Island,,null
420,Lagofitonisia,0.0949,Black Rat,Unknown,Unknown,Greece,Satisfactory,2005,1154,2005,None,630580,Polemika,39.1025,24.099555,905,Unknown,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
421,Bahamas (Turks and Caicos (Five Cays)),0.0147,Black Rat,Gerber; Glen,San Diego Zoo Institute for Conservatino Research,Turks and Caicos Islands,Satisfactory,2002,1155,null,None,789880,Middle Cay,21.735819,-72.25543,906,http://www.sandiegozoo.org/conservation/,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
422,Lagofitonisia,0.0352,Black Rat,Unknown,Unknown,Greece,Satisfactory,2005,1157,null,None,967530,Lachanou,39.105389,24.096222,907,Unknown,Bait Station,Toxicant,Brodifacoum,Mediterranean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
423,Bahamas (Turks and Caicos (Five Cays)),0.0078,Black Rat,Gerber; Glen,San Diego Zoo Institute for Conservatino Research,Turks and Caicos Islands,Satisfactory,2002,1158,2001,None,1234100,Sim Cay,21.735833,-72.265847,908,http://www.sandiegozoo.org/conservation/,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
424,Turks and Caicos (Five Cays),0.007,Black Rat,Gerber; Glen,San Diego Zoo Institute for Conservatino Research,Turks and Caicos Islands,Satisfactory,2002,1159,2001,None,99999948,Pusey Cay,21.73676,-72.267265,909,http://www.sandiegozoo.org/conservation/,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
425,Turks and Caicos (Five Cays),0.0061,Black Rat,Gerber; Glen,San Diego Zoo Institute for Conservatino Research,Turks and Caicos Islands,Satisfactory,2002,1160,2001,None,99999949,William Dean Cay,21.737141,-72.271147,910,http://www.sandiegozoo.org/conservation/,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
426,Ohiwa Harbour,0.48,Brown / Norway Rat,Imber; M.,NZ Dept. of Conservation,New Zealand,Poor,2005,1161,null,None,280650,Ohakana (Ohana),-37.989583,177.079152,911,null,Bait Station,Toxicant,Cholecalciferol,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
427,Falkland Islands (Saunders Island Group),0.05,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2001,1163,null,None,853550,Horse,-51.38793,-60.087555,912,null,Bait Station,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
428,Great Barrier Islands,0.0034,Black Rat,Taylor; G.,null,New Zealand,Satisfactory,1990,1165,1990,None,99999989,Wood Stack A,-36.151974,175.336808,914,null,Hand Broadcast,Toxicant,Flocoumafen,Pacific Ocean - South West,Rattus rattus,,,,Trial or Research only,,Rodent,Whole Island,,null
429,Bay of Islands (Black Rocks),0.01,Brown / Norway Rat,Unknown,Unknown,New Zealand,Good,1992,1166,1992,None,99999984,East Atoll,-35.202142,174.079636,915,Unknown,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
430,Falkland Islands (North East Island Group),0.001,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2003,1167,2003,None,99999995,Pete's,-52.005224,-58.395765,916,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
431,New Caledonia Islands,0.0999,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Good,1998,1168,null,None,666860,G'I,-22.726666,166.8475,917,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
432,Cook Islands (Suwarrow Atoll),0.1467,Polynesian Rat,Unknown,Unknown,Cook Islands,Good,2003,1169,2003,None,1713280,Suwarrow Atoll (Motu Tou),-13.335013,-163.092097,918,Unknown,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South East,Rattus exulans,Bait Station,,,Failed,,Rodent,Whole Island,,null
433,South Georgia Islands (Stromness Bay),0.2859,Brown / Norway Rat,Unknown,Unknown,South Georgia and the South Sandwich Islands,Good,2000,1172,2000,None,364390,Grass,-54.154625,-36.663361,920,Unknown,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
434,Falkland Islands (South West Horse Island Group),0.03,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2004,1173,null,None,817010,South West Horse,-51.605069,-59.144208,921,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,To Be Confirmed,,Rodent,Whole Island,,null
435,Falkland Islands (Saunders Island Group),0.05,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2001,1174,null,None,911620,Calf,-51.402514,-60.088375,922,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
436,Falkland Islands (The Knobs),0.015,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1175,null,None,1079260,The Knobs,-51.8025,-58.163333,923,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
437,Falkland Islands (The Knobs),0.001,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1177,null,None,99999994,The Knobs Islet,-51.797004,-58.16943,925,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
438,Falkland Islands (Mare Harbour),0.034,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1178,2009,None,99999996,Sniper,-51.916894,-58.505625,926,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
439,Falkland Islands (Saunders Island Group),0.001,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2001,1179,null,None,99999997,Calf Islet,-51.405667,-60.087152,927,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
440,Falkland Islands (Choiseul Sound),0.001,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1180,null,None,99999999,Big Samuel South Islet,-51.950039,-58.68647,928,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
441,Falkland Islands (Choiseul Sound),0.004,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1181,2009,None,100000000,Big Samuel Southwest Islet,-51.946005,-58.688479,929,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
442,Falkland Islands (Choiseul Sound),0.03,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2009,1182,2009,None,100000001,Big Samuel West Tied Islets,-51.942388,-58.692868,930,null,Hand Broadcast,Toxicant,Diphacinone,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
443,Falkland Islands (Beaver Island Group),0.006,Brown / Norway Rat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Good,2002,1183,2002,None,100000002,Rat,-51.844426,-61.21992,931,null,Hand Broadcast,Toxicant,Brodifacoum,Atlantic Ocean - South,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
444,New Caledonia Islands,0.0806,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,1184,1998,None,871970,Vua,-22.580014,166.743361,932,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
445,New Caledonia Islands,0.0698,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Satisfactory,1998,1185,1998,None,1166200,Nge,-22.697514,166.848347,933,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
446,New Caledonia Islands,0.05,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Poor,1998,1186,1998,None,99999946,Uatermbi,null,null,934,null,Hand Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
447,Riou Archipelago,0.0042,Black Rat,Unknown,Unknown,France,Satisfactory,1999,1190,1998,None,1391490,Petit Congloue,43.180416,5.394972,938,Unknown,Unknown,Toxicant,Bromadiolone,Mediterranean,Rattus rattus,,,,Failed,,Rodent,Whole Island,,null
448,Great Barrier Islands,0.04,Black Rat,Taylor; G.,null,New Zealand,Satisfactory,1990,1191,1990,None,99999939,Opakau,-36.20198,175.298217,939,null,Hand Broadcast,Toxicant,Flocoumafen,Pacific Ocean - South West,Rattus rattus,,,,Failed,,Rodent,Whole Island,,null
449,New Caledonia Islands,0.48,Black Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Unknown,null,1192,null,None,99999945,12 Islets,null,null,940,null,Unknown,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
450,Bay of Islands (Black Rocks),0.0949,Black Rat,Taylor; D.,null,New Zealand,Good,1992,1194,1992,None,893280,Rat,-35.203169,174.097901,941,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
451,Bay of Islands,0.029,Brown / Norway Rat,Unknown,Unknown,New Zealand,Poor,1991,1197,1991,None,1083370,Wainui,-35.197528,174.006277,944,Unknown,Unknown,Toxicant,,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
452,Bay of Islands (Cape Wiwiki),0.022,Brown / Norway Rat,Parrish; R.,null,New Zealand,Poor,1999,1199,1999,None,99999981,Unnamed Cape Wiwiki A (Snail Rock),-35.153885,174.121804,946,null,Unknown,Toxicant,,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1989
453,Bay of Islands (Cape Wiwiki),0.012,Brown / Norway Rat,Unknown,Unknown,New Zealand,Poor,1999,1200,1999,None,99999982,Unnamed Cape Wiwiki B (Gorse Island),-35.15252,174.121513,947,Unknown,Unknown,Toxicant,,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1989
454,New Caledonia Islands,0.15,Polynesian Rat,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,New Caledonia,Poor,2007,1201,2007,Unknown,99999947,Otoi iti,null,null,948,null,Unknown,Toxicant,Unknown,Pacific Ocean - South West,Rattus exulans,,,,Successful,,Rodent,Whole Island,,null
455,Hauraki Gulf (Noises Group),0.01,Brown / Norway Rat,Merton; D.,NZ Dept. of Conservation,New Zealand,Good,1964,1202,1960,None,99999940,David Rocks - A,-36.698874,174.998118,949,pestoff.co.nz,Bait Station,Toxicant,Warfarin,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1960
456,Hauraki Gulf (Noises Group),0.01,Brown / Norway Rat,Merton; D.,NZ Dept. of Conservation,New Zealand,Good,1964,1203,1960,None,99999941,David Rocks - B,-36.701365,174.997586,950,pestoff.co.nz,Bait Station,Toxicant,Warfarin,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1960
457,Hauraki Gulf (Noises Group),0.01,Brown / Norway Rat,Merton; D.,NZ Dept. of Conservation,New Zealand,Good,1964,1204,1960,None,99999942,David Rocks - C,-36.699087,175.000515,951,pestoff.co.nz,Bait Station,Toxicant,Warfarin,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1960
458,Bay of Islands (Black Rocks),0.0933,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Good,1992,1205,null,None,901160,Mouse,-35.203169,174.102363,952,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
459,Bay of Islands (Black Rocks),0.004,Black Rat,Taylor; D.,null,New Zealand,Good,1992,1206,1992,None,99999988,Little Rat,-35.20453,174.09807,953,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
460,Bay of Islands (Black Rocks),0.0592,Brown / Norway Rat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Good,1992,1207,1992,None,1169420,West Atoll,-35.202153,174.078161,954,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
461,Bay of Islands,0.01,Brown / Norway Rat,Taylor; D.,null,New Zealand,Poor,1985,1208,1985,None,99999962,Motuterakihi,-35.184942,174.094997,955,null,Unknown,Toxicant,,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,null
462,Lesser Antilles (Antigua and Barbuda Islands),0.0017,Black Rat,Daltry; Jenny,Flora and Fauna International,Antigua and Barbuda,Good,1995,1210,1995,None,99999950,Galley Minor,17.142948,-61.727523,956,null,Hand Broadcast,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
463,Lesser Antilles (Antigua and Barbuda Islands),0.0059,Black Rat,Daltry; Jenny,Flora and Fauna International,Antigua and Barbuda,Good,1995,1211,1995,None,99999951,Galley Major,17.143346,-61.726237,957,null,Bait Station,Toxicant,Brodifacoum,Caribbean,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
464,Whangamata,0.002,Brown / Norway Rat,McFadden; Wilke,NZ Dept. of Conservation,New Zealand,Satisfactory,1984,1215,1984,None,99999961,Mauhaka Rocks,-37.218323,175.893265,961,null,Bait Station,Toxicant,Bromadiolone,Pacific Ocean - South West,Rattus norvegicus,,,,Successful,,Rodent,Whole Island,,1984
466,Bay of Islands,0.01,Black Rat,Taylor; D.,null,New Zealand,Poor,null,1218,1990,None,99999991,Fortyseven,-35.237948,174.134065,964,null,,Toxicant,,Pacific Ocean - South West,Rattus rattus,,,,Unknown,,Rodent,Whole Island,,null
468,Bay of Islands (Cape Wiwiki),0.012,Black Rat,Unknown,Unknown,New Zealand,Poor,1989,1221,null,None,99999982,Unnamed Cape Wiwiki B (Gorse Island),-35.15252,174.121513,966,Unknown,Unknown,Toxicant,Unknown,Pacific Ocean - South West,Rattus rattus,,,,Successful,,Rodent,Whole Island,,null
472,Hauraki Gulf,15.09,Black Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1229,2009,Unknown,42790,Motutapu,-36.766211,174.917871,974,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,Bait Station,,,Successful,,Rodent,Whole Island,,null
473,Hauraki Gulf,15.09,Polynesian Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1230,2009,Unknown,42790,Motutapu,-36.766211,174.917871,975,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,Bait Station,,,Successful,,Rodent,Whole Island,,null
474,Hauraki Gulf,15.09,Brown / Norway Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1231,2009,Unknown,42790,Motutapu,-36.766211,174.917871,976,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,Bait Station,,,Successful,,Rodent,Whole Island,,null
475,Hauraki Gulf,15.09,House Mouse,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1232,2009,Unknown,42790,Motutapu,-36.766211,174.917871,977,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Mus musculus,Bait Station,,,Successful,,Rodent,Whole Island,,null
479,Hauraki Gulf,23.11,Black Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1237,2009,Unknown,33390,Rangitoto,-36.787111,174.864167,982,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus rattus,Bait Station,,,Successful,,Rodent,Whole Island,,null
480,Hauraki Gulf,23.11,Polynesian Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1238,2009,Unknown,33390,Rangitoto,-36.787111,174.864167,983,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus exulans,Bait Station,,,Successful,,Rodent,Whole Island,,null
481,Hauraki Gulf,23.11,Brown / Norway Rat,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1239,2009,Unknown,33390,Rangitoto,-36.787111,174.864167,984,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Rattus norvegicus,Bait Station,,,Successful,,Rodent,Whole Island,,null
482,Hauraki Gulf,23.11,House Mouse,Griffiths; Richard,Island Conservation,New Zealand,Good,2011,1240,2009,Unknown,33390,Rangitoto,-36.787111,174.864167,985,null,Aerial Broadcast,Toxicant,Brodifacoum,Pacific Ocean - South West,Mus musculus,Bait Station,,,Successful,,Rodent,Whole Island,,null
484,Galapagos Islands,0.046,Black Rat,null,null,Ecuador,Satisfactory,2007,1254,null,None,642600,Mosquera,-0.4025,-90.279597,999,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - North East,Rattus rattus,,,1080,Successful,,Rodent,Whole Island,,1600
485,Galapagos Islands,1.84,Black Rat,null,null,Ecuador,Good,2007,1255,2007,None,141950,Seymour Norte,-0.392916,-90.287097,1000,null,Bait Station,Toxicant,Brodifacoum,Pacific Ocean - North East,Rattus rattus,,Trapping,,Successful,,Rodent,Whole Island,,1600
